Company_ID,NEW_CONAME,Year,LabID_new,Lab_Location,Lab_State,StateOwned,ForeignOwned,DSIR_Code,LabLat,LabLong
174,Bal Pharma,2008,200,Bangalore,Karnataka,0,0,1,12.971599,77.594563
174,Bal Pharma,2009,200,Bangalore,Karnataka,0,0,1,12.971599,77.594563
174,Bal Pharma,2010,200,Bangalore,Karnataka,0,0,1,12.971599,77.594563
175,Balaji Amines,2003,201,Hyderabad,Andhra Pradesh,0,0,1,17.385044,78.486671
175,Balaji Amines,2005,201,Hyderabad,Andhra Pradesh,0,0,1,17.385044,78.486671
175,Balaji Amines,2006,201,Hyderabad,Andhra Pradesh,0,0,1,17.385044,78.486671
175,Balaji Amines,2007,201,Hyderabad,Andhra Pradesh,0,0,1,17.385044,78.486671
175,Balaji Amines,2008,201,Hyderabad,Andhra Pradesh,0,0,1,17.385044,78.486671
175,Balaji Amines,2009,201,Hyderabad,Andhra Pradesh,0,0,1,17.385044,78.486671
175,Balaji Amines,2010,201,Hyderabad,Andhra Pradesh,0,0,1,17.385044,78.486671
176,Balmer Lawrie And Company,2003,202,Chennai,Tamil Nadu,1,0,3,13.060422,80.249583
176,Balmer Lawrie And Company,2003,203,Kolkata,West Bengal,1,0,3,22.572646,88.363895
176,Balmer Lawrie And Company,2005,202,Chennai,Tamil Nadu,1,0,3,13.060422,80.249583
176,Balmer Lawrie And Company,2005,203,Kolkata,West Bengal,1,0,3,22.572646,88.363895
176,Balmer Lawrie And Company,2006,202,Chennai,Tamil Nadu,1,0,3,13.060422,80.249583
176,Balmer Lawrie And Company,2006,203,Kolkata,West Bengal,1,0,3,22.572646,88.363895
176,Balmer Lawrie And Company,2007,202,Chennai,Tamil Nadu,1,0,3,13.060422,80.249583
176,Balmer Lawrie And Company,2007,203,Kolkata,West Bengal,1,0,3,22.572646,88.363895
176,Balmer Lawrie And Company,2008,202,Chennai,Tamil Nadu,1,0,3,13.060422,80.249583
176,Balmer Lawrie And Company,2008,203,Kolkata,West Bengal,1,0,3,22.572646,88.363895
176,Balmer Lawrie And Company,2009,202,Chennai,Tamil Nadu,1,0,3,13.060422,80.249583
176,Balmer Lawrie And Company,2009,203,Kolkata,West Bengal,1,0,3,22.572646,88.363895
176,Balmer Lawrie And Company,2010,202,Chennai,Tamil Nadu,1,0,3,13.060422,80.249583
176,Balmer Lawrie And Company,2010,203,Kolkata,West Bengal,1,0,3,22.572646,88.363895
177,Ban Labs,2003,204,Rajkot,Gujarat,0,0,1,22.283333,70.8
178,Banco Products,2007,205,Vadodara,Gujarat,0,0,3,22.3059,73.1908
178,Banco Products,2008,205,Vadodara,Gujarat,0,0,3,22.3059,73.1908
178,Banco Products,2009,205,Vadodara,Gujarat,0,0,3,22.3059,73.1908
178,Banco Products,2010,205,Vadodara,Gujarat,0,0,3,22.3059,73.1908
179,Bangalore Biotech Labs,2009,206,Bangalore,Karnataka,0,0,1,12.971599,77.594563
179,Bangalore Biotech Labs,2010,206,Bangalore,Karnataka,0,0,1,12.971599,77.594563
180,Bangalore Genei,2003,207,Bangalore,Karnataka,0,0,1,12.971599,77.594563
181,Bangalore Integrated System Solutions,2003,208,Bangalore,Karnataka,0,1,2,12.971599,77.594563
181,Bangalore Integrated System Solutions,2005,208,Bangalore,Karnataka,0,1,2,12.971599,77.594563
181,Bangalore Integrated System Solutions,2006,208,Bangalore,Karnataka,0,1,2,12.971599,77.594563
181,Bangalore Integrated System Solutions,2007,208,Bangalore,Karnataka,0,1,2,12.971599,77.594563
181,Bangalore Integrated System Solutions,2008,208,Bangalore,Karnataka,0,1,2,12.971599,77.594563
181,Bangalore Integrated System Solutions,2009,208,Bangalore,Karnataka,0,1,2,12.971599,77.594563
181,Bangalore Integrated System Solutions,2010,208,Bangalore,Karnataka,0,1,2,12.971599,77.594563
182,Baramati Agro,2006,209,Pune,Maharashtra,0,0,5,18.52043,73.856744
182,Baramati Agro,2007,209,Pune,Maharashtra,0,0,5,18.52043,73.856744
182,Baramati Agro,2008,209,Pune,Maharashtra,0,0,5,18.52043,73.856744
182,Baramati Agro,2009,209,Pune,Maharashtra,0,0,5,18.52043,73.856744
182,Baramati Agro,2010,209,Pune,Maharashtra,0,0,5,18.52043,73.856744
183,Baroda Rayon Corporation,2003,210,Surat,Gujarat,0,0,1,21.1952,72.8282
183,Baroda Rayon Corporation,2005,210,Surat,Gujarat,0,0,1,21.1952,72.8282
184,Basant Agro Tech,2003,211,Akola,Maharashtra,0,0,1,20.70388,74.883
184,Basant Agro Tech,2005,211,Akola,Maharashtra,0,0,1,20.70388,74.883
184,Basant Agro Tech,2006,211,Akola,Maharashtra,0,0,1,20.70388,74.883
184,Basant Agro Tech,2007,211,Akola,Maharashtra,0,0,1,20.70388,74.883
184,Basant Agro Tech,2008,211,Akola,Maharashtra,0,0,1,20.70388,74.883
184,Basant Agro Tech,2009,211,Akola,Maharashtra,0,0,1,20.70388,74.883
184,Basant Agro Tech,2010,211,Akola,Maharashtra,0,0,1,20.70388,74.883
185,Bata India,2003,212,Kolkata,West Bengal,0,1,4,22.572646,88.363895
185,Bata India,2003,213,Delhi,Delhi,0,1,4,28.635308,77.22496
185,Bata India,2005,212,Kolkata,West Bengal,0,1,4,22.572646,88.363895
185,Bata India,2005,213,Delhi,Delhi,0,1,4,28.635308,77.22496
185,Bata India,2006,212,Kolkata,West Bengal,0,1,4,22.572646,88.363895
185,Bata India,2006,213,Delhi,Delhi,0,1,4,28.635308,77.22496
185,Bata India,2007,212,Kolkata,West Bengal,0,1,4,22.572646,88.363895
185,Bata India,2007,213,Delhi,Delhi,0,1,4,28.635308,77.22496
185,Bata India,2008,212,Kolkata,West Bengal,0,1,4,22.572646,88.363895
185,Bata India,2008,213,Delhi,Delhi,0,1,4,28.635308,77.22496
185,Bata India,2009,212,Kolkata,West Bengal,0,1,4,22.572646,88.363895
185,Bata India,2009,213,Delhi,Delhi,0,1,4,28.635308,77.22496
185,Bata India,2010,212,Kolkata,West Bengal,0,1,4,22.572646,88.363895
185,Bata India,2010,213,Delhi,Delhi,0,1,4,28.635308,77.22496
185,Bata India,2010,2079,Bangalore,Karnataka,0,1,4,12.971599,77.594563
185,Bata India,2010,2080,Patna,Bihar,0,1,4,25.6125,85.128333
186,Battelle Science & Technology India,2010,2081,Pune,Maharashtra,0,1,6,18.52043,73.856744
186,Battelle Science & Technology India,2010,2082,Pune,Maharashtra,0,1,6,18.52043,73.856744
187,Bayer,2003,214,Mumbai,Maharashtra,0,1,1,19.017615,72.856164
188,Bayer Bioscience,2003,215,Hyderabad,Andhra Pradesh,0,1,5,17.385044,78.486671
188,Bayer Bioscience,2005,215,Hyderabad,Andhra Pradesh,0,1,5,17.385044,78.486671
188,Bayer Bioscience,2006,215,Hyderabad,Andhra Pradesh,0,1,5,17.385044,78.486671
188,Bayer Bioscience,2007,215,Hyderabad,Andhra Pradesh,0,1,5,17.385044,78.486671
188,Bayer Bioscience,2008,215,Hyderabad,Andhra Pradesh,0,1,5,17.385044,78.486671
188,Bayer Bioscience,2009,215,Hyderabad,Andhra Pradesh,0,1,5,17.385044,78.486671
188,Bayer Bioscience,2010,215,Hyderabad,Andhra Pradesh,0,1,5,17.385044,78.486671
188,Bayer Bioscience,2010,2083,Hyderabad,Andhra Pradesh,0,1,5,17.385044,78.486671
189,Bayer Cropscience,2009,216,Mumbai,Maharashtra,0,1,5,19.017615,72.856164
189,Bayer CropScience,2010,216,Mumbai,Maharashtra,0,1,5,19.017615,72.856164
190,Bayer Diagnostics India,2003,217,Vadodara,Gujarat,0,1,2,22.3059,73.1908
191,BCH Electric,2003,218,Delhi,Delhi,0,0,2,28.635308,77.22496
191,BCH Electric,2005,218,Delhi,Delhi,0,0,2,28.635308,77.22496
191,BCH Electric,2006,218,Delhi,Delhi,0,0,2,28.635308,77.22496
191,BCH Electric,2007,218,Delhi,Delhi,0,0,2,28.635308,77.22496
191,BCH Electric,2008,218,Delhi,Delhi,0,0,2,28.635308,77.22496
191,BCH Electric,2009,218,Delhi,Delhi,0,0,2,28.635308,77.22496
191,BCH Electric,2010,218,Delhi,Delhi,0,0,2,28.635308,77.22496
192,Behr India,2010,2084,Pune,Maharashtra,0,1,3,18.52043,73.856744
193,Bejo Sheetal Seeds,2003,219,Jalna,Maharashtra,0,1,5,19.838949,75.887177
193,Bejo Sheetal Seeds,2005,219,Jalna,Maharashtra,0,1,5,19.838949,75.887177
193,Bejo Sheetal Seeds,2006,219,Jalna,Maharashtra,0,1,5,19.838949,75.887177
193,Bejo Sheetal Seeds,2007,219,Jalna,Maharashtra,0,1,5,19.838949,75.887177
193,Bejo Sheetal Seeds,2008,219,Jalna,Maharashtra,0,1,5,19.838949,75.887177
193,Bejo Sheetal Seeds,2009,219,Jalna,Maharashtra,0,1,5,19.838949,75.887177
193,Bejo Sheetal Seeds,2010,219,Jalna,Maharashtra,0,1,5,19.838949,75.887177
194,Bench Bio,2009,220,Vapi,Gujarat,0,0,5,20.3726,72.9073
194,Bench Bio,2010,220,Vapi,Gujarat,0,0,5,20.3726,72.9073
195,Bengal Immunity,2003,221,Kolkata,West Bengal,1,0,1,22.572646,88.363895
196,Berger Paints India,2003,222,Kolkata,West Bengal,0,0,1,22.572646,88.363895
196,Berger Paints India,2005,222,Kolkata,West Bengal,0,0,1,22.572646,88.363895
196,Berger Paints India,2006,222,Kolkata,West Bengal,0,0,1,22.572646,88.363895
196,Berger Paints India,2007,222,Kolkata,West Bengal,0,0,1,22.572646,88.363895
196,Berger Paints India,2008,222,Kolkata,West Bengal,0,0,1,22.572646,88.363895
196,Berger Paints India,2009,222,Kolkata,West Bengal,0,0,1,22.572646,88.363895
196,Berger Paints India,2010,222,Kolkata,West Bengal,0,0,1,22.572646,88.363895
197,Bhagiradha Chemicals And Industries,2005,223,Hyderabad,Andhra Pradesh,0,0,1,17.385044,78.486671
197,Bhagiradha Chemicals And Industries,2006,223,Hyderabad,Andhra Pradesh,0,0,1,17.385044,78.486671
197,Bhagiradha Chemicals And Industries,2007,223,Hyderabad,Andhra Pradesh,0,0,1,17.385044,78.486671
197,Bhagiradha Chemicals And Industries,2008,224,Ongole,Andhra Pradesh,0,0,1,15.4959,80.0501
197,Bhagiradha Chemicals And Industries,2009,224,Ongole,Andhra Pradesh,0,0,1,15.4959,80.0501
197,Bhagiradha Chemicals And Industries,2010,224,Ongole,Andhra Pradesh,0,0,1,15.4959,80.0501
198,Bhagwati Spherocast,2003,225,Ahmedabad,Gujarat,0,0,4,23.039568,72.566005
198,Bhagwati Spherocast,2005,225,Ahmedabad,Gujarat,0,0,4,23.039568,72.566005
198,Bhagwati Spherocast,2006,225,Ahmedabad,Gujarat,0,0,4,23.039568,72.566005
198,Bhagwati Spherocast,2007,225,Ahmedabad,Gujarat,0,0,4,23.039568,72.566005
198,Bhagwati Spherocast,2008,225,Ahmedabad,Gujarat,0,0,4,23.039568,72.566005
198,Bhagwati Spherocast,2009,225,Ahmedabad,Gujarat,0,0,4,23.039568,72.566005
198,Bhagwati Spherocast,2010,225,Ahmedabad,Gujarat,0,0,4,23.039568,72.566005
199,Bharat Aluminium Company,2008,226,Korba,Chhattisgarh,1,0,4,22.35,82.73
199,Bharat Aluminium Company,2009,226,Korba,Chhattisgarh,1,0,4,22.35,82.73
199,Bharat Aluminium Company,2010,226,Korba,Chhattisgarh,1,0,4,22.35,82.73
200,Bharat Battery Manufacturing Company,2003,227,Kolkata,West Bengal,0,0,2,22.572646,88.363895
200,Bharat Battery Manufacturing Company,2005,227,Kolkata,West Bengal,0,0,2,22.572646,88.363895
200,Bharat Battery Manufacturing Company,2006,227,Kolkata,West Bengal,0,0,2,22.572646,88.363895
200,Bharat Battery Manufacturing Company,2007,227,Kolkata,West Bengal,0,0,2,22.572646,88.363895
200,Bharat Battery Manufacturing Company,2008,227,Kolkata,West Bengal,0,0,2,22.572646,88.363895
200,Bharat Battery Manufacturing Company,2009,227,Kolkata,West Bengal,0,0,2,22.572646,88.363895
200,Bharat Battery Manufacturing Company,2010,227,Kolkata,West Bengal,0,0,2,22.572646,88.363895
201,Bharat Bio-tech International,2003,228,Hyderabad,Andhra Pradesh,0,0,1,17.385044,78.486671
201,Bharat Bio-tech International,2005,228,Hyderabad,Andhra Pradesh,0,0,1,17.385044,78.486671
201,Bharat Bio-tech International,2006,228,Hyderabad,Andhra Pradesh,0,0,1,17.385044,78.486671
201,Bharat Bio-tech International,2007,228,Hyderabad,Andhra Pradesh,0,0,1,17.385044,78.486671
201,Bharat Bio-tech International,2008,228,Hyderabad,Andhra Pradesh,0,0,1,17.385044,78.486671
201,Bharat Bio-tech International,2009,228,Hyderabad,Andhra Pradesh,0,0,1,17.385044,78.486671
201,Bharat Bio-tech International,2010,228,Hyderabad,Andhra Pradesh,0,0,1,17.385044,78.486671
202,Bharat Dynamics,2003,229,Hyderabad,Andhra Pradesh,1,0,2,17.385044,78.486671
202,Bharat Dynamics,2005,229,Hyderabad,Andhra Pradesh,1,0,2,17.385044,78.486671
202,Bharat Dynamics,2006,229,Hyderabad,Andhra Pradesh,1,0,2,17.385044,78.486671
202,Bharat Dynamics,2007,229,Hyderabad,Andhra Pradesh,1,0,2,17.385044,78.486671
202,Bharat Dynamics,2008,229,Hyderabad,Andhra Pradesh,1,0,2,17.385044,78.486671
202,Bharat Dynamics,2009,229,Hyderabad,Andhra Pradesh,1,0,2,17.385044,78.486671
202,Bharat Dynamics,2010,229,Hyderabad,Andhra Pradesh,1,0,2,17.385044,78.486671
203,Bharat Electronics,2003,230,Bangalore,Karnataka,1,0,2,12.971599,77.594563
203,Bharat Electronics,2003,231,Chennai,Tamil Nadu,1,0,2,13.060422,80.249583
203,Bharat Electronics,2003,232,Delhi,Delhi,1,0,2,28.635308,77.22496
203,Bharat Electronics,2003,233,Hyderabad,Andhra Pradesh,1,0,2,17.385044,78.486671
203,Bharat Electronics,2003,234,Kotdwara,Uttarakhand,1,0,2,29.743294,78.506041
203,Bharat Electronics,2003,235,Machilipatnam,Andhra Pradesh,1,0,2,16.1876,81.1356
203,Bharat Electronics,2003,236,Chandigarh,Haryana,1,0,2,30.731345,76.775385
203,Bharat Electronics,2003,237,Pune,Maharashtra,1,0,2,18.52043,73.856744
203,Bharat Electronics,2005,230,Bangalore,Karnataka,1,0,2,12.971599,77.594563
203,Bharat Electronics,2005,231,Chennai,Tamil Nadu,1,0,2,13.060422,80.249583
203,Bharat Electronics,2005,232,Delhi,Delhi,1,0,2,28.635308,77.22496
203,Bharat Electronics,2005,233,Hyderabad,Andhra Pradesh,1,0,2,17.385044,78.486671
203,Bharat Electronics,2005,234,Kotdwara,Uttarakhand,1,0,2,29.743294,78.506041
203,Bharat Electronics,2005,235,Machilipatnam,Andhra Pradesh,1,0,2,16.1876,81.1356
203,Bharat Electronics,2005,236,Chandigarh,Haryana,1,0,2,30.731345,76.775385
203,Bharat Electronics,2005,237,Pune,Maharashtra,1,0,2,18.52043,73.856744
203,Bharat Electronics,2006,230,Bangalore,Karnataka,1,0,2,12.971599,77.594563
203,Bharat Electronics,2006,231,Chennai,Tamil Nadu,1,0,2,13.060422,80.249583
203,Bharat Electronics,2006,232,Delhi,Delhi,1,0,2,28.635308,77.22496
203,Bharat Electronics,2006,233,Hyderabad,Andhra Pradesh,1,0,2,17.385044,78.486671
203,Bharat Electronics,2006,234,Kotdwara,Uttarakhand,1,0,2,29.743294,78.506041
203,Bharat Electronics,2006,235,Machilipatnam,Andhra Pradesh,1,0,2,16.1876,81.1356
203,Bharat Electronics,2006,236,Chandigarh,Haryana,1,0,2,30.731345,76.775385
203,Bharat Electronics,2006,237,Pune,Maharashtra,1,0,2,18.52043,73.856744
203,Bharat Electronics,2007,230,Bangalore,Karnataka,1,0,2,12.971599,77.594563
203,Bharat Electronics,2007,231,Chennai,Tamil Nadu,1,0,2,13.060422,80.249583
203,Bharat Electronics,2007,232,Delhi,Delhi,1,0,2,28.635308,77.22496
203,Bharat Electronics,2007,233,Hyderabad,Andhra Pradesh,1,0,2,17.385044,78.486671
203,Bharat Electronics,2007,234,Kotdwara,Uttarakhand,1,0,2,29.743294,78.506041
203,Bharat Electronics,2007,235,Machilipatnam,Andhra Pradesh,1,0,2,16.1876,81.1356
203,Bharat Electronics,2007,236,Chandigarh,Haryana,1,0,2,30.731345,76.775385
203,Bharat Electronics,2007,237,Pune,Maharashtra,1,0,2,18.52043,73.856744
203,Bharat Electronics,2007,238,Mumbai,Maharashtra,1,0,2,19.017615,72.856164
203,Bharat Electronics,2008,230,Bangalore,Karnataka,1,0,2,12.971599,77.594563
203,Bharat Electronics,2008,231,Chennai,Tamil Nadu,1,0,2,13.060422,80.249583
203,Bharat Electronics,2008,232,Delhi,Delhi,1,0,2,28.635308,77.22496
203,Bharat Electronics,2008,233,Hyderabad,Andhra Pradesh,1,0,2,17.385044,78.486671
203,Bharat Electronics,2008,234,Kotdwara,Uttarakhand,1,0,2,29.743294,78.506041
203,Bharat Electronics,2008,235,Machilipatnam,Andhra Pradesh,1,0,2,16.1876,81.1356
203,Bharat Electronics,2008,236,Chandigarh,Haryana,1,0,2,30.731345,76.775385
203,Bharat Electronics,2008,237,Pune,Maharashtra,1,0,2,18.52043,73.856744
203,Bharat Electronics,2008,238,Mumbai,Maharashtra,1,0,2,19.017615,72.856164
203,Bharat Electronics,2009,230,Bangalore,Karnataka,1,0,2,12.971599,77.594563
203,Bharat Electronics,2009,231,Chennai,Tamil Nadu,1,0,2,13.060422,80.249583
203,Bharat Electronics,2009,232,Delhi,Delhi,1,0,2,28.635308,77.22496
203,Bharat Electronics,2009,233,Hyderabad,Andhra Pradesh,1,0,2,17.385044,78.486671
203,Bharat Electronics,2009,234,Kotdwara,Uttarakhand,1,0,2,29.743294,78.506041
203,Bharat Electronics,2009,235,Machilipatnam,Andhra Pradesh,1,0,2,16.1876,81.1356
203,Bharat Electronics,2009,236,Chandigarh,Haryana,1,0,2,30.731345,76.775385
203,Bharat Electronics,2009,237,Pune,Maharashtra,1,0,2,18.52043,73.856744
203,Bharat Electronics,2009,238,Mumbai,Maharashtra,1,0,2,19.017615,72.856164
203,Bharat Electronics,2010,230,Bangalore,Karnataka,1,0,2,12.971599,77.594563
203,Bharat Electronics,2010,231,Chennai,Tamil Nadu,1,0,2,13.060422,80.249583
203,Bharat Electronics,2010,232,Delhi,Delhi,1,0,2,28.635308,77.22496
203,Bharat Electronics,2010,233,Hyderabad,Andhra Pradesh,1,0,2,17.385044,78.486671
203,Bharat Electronics,2010,234,Kotdwara,Uttarakhand,1,0,2,29.743294,78.506041
203,Bharat Electronics,2010,235,Machilipatnam,Andhra Pradesh,1,0,2,16.1876,81.1356
203,Bharat Electronics,2010,236,Chandigarh,Haryana,1,0,2,30.731345,76.775385
203,Bharat Electronics,2010,237,Pune,Maharashtra,1,0,2,18.52043,73.856744
203,Bharat Electronics,2010,238,Mumbai,Maharashtra,1,0,2,19.017615,72.856164
203,Bharat Electronics,2010,2085,Bangalore,Karnataka,1,0,2,12.971599,77.594563
203,Bharat Electronics,2010,2086,Delhi,Delhi,1,0,2,28.635308,77.22496
204,Bharat Forge,2003,239,Pune,Maharashtra,0,0,3,18.52043,73.856744
204,Bharat Forge,2005,239,Pune,Maharashtra,0,0,3,18.52043,73.856744
204,Bharat Forge,2006,239,Pune,Maharashtra,0,0,3,18.52043,73.856744
204,Bharat Forge,2007,239,Pune,Maharashtra,0,0,3,18.52043,73.856744
204,Bharat Forge,2008,239,Pune,Maharashtra,0,0,3,18.52043,73.856744
204,Bharat Forge,2009,239,Pune,Maharashtra,0,0,3,18.52043,73.856744
204,Bharat Forge,2010,239,Pune,Maharashtra,0,0,3,18.52043,73.856744
205,Bharat Fritz Werner,2003,240,Bangalore,Karnataka,0,0,3,12.971599,77.594563
205,Bharat Fritz Werner,2005,240,Bangalore,Karnataka,0,0,3,12.971599,77.594563
205,Bharat Fritz Werner,2006,240,Bangalore,Karnataka,0,0,3,12.971599,77.594563
205,Bharat Fritz Werner,2007,240,Bangalore,Karnataka,0,0,3,12.971599,77.594563
205,Bharat Fritz Werner,2008,240,Bangalore,Karnataka,0,0,3,12.971599,77.594563
205,Bharat Fritz Werner,2009,240,Bangalore,Karnataka,0,0,3,12.971599,77.594563
205,Bharat Fritz Werner,2010,240,Bangalore,Karnataka,0,0,3,12.971599,77.594563
206,Bharat Heavy Electricals,2003,241,Haridwar,Uttarakhand,1,0,3,29.945691,78.164248
206,Bharat Heavy Electricals,2003,242,Haridwar,Uttarakhand,1,0,3,29.945691,78.164248
206,Bharat Heavy Electricals,2003,243,Hyderabad,Andhra Pradesh,1,0,3,17.385044,78.486671
206,Bharat Heavy Electricals,2003,244,Vellore,Tamil Nadu,1,0,3,12.916517,79.132499
206,Bharat Heavy Electricals,2003,245,Tiruchchirappalli,Tamil Nadu,1,0,3,10.790483,78.704673
206,Bharat Heavy Electricals,2005,241,Haridwar,Uttarakhand,1,0,3,29.945691,78.164248
206,Bharat Heavy Electricals,2005,242,Haridwar,Uttarakhand,1,0,3,29.945691,78.164248
206,Bharat Heavy Electricals,2005,243,Hyderabad,Andhra Pradesh,1,0,3,17.385044,78.486671
206,Bharat Heavy Electricals,2005,244,Vellore,Tamil Nadu,1,0,3,12.916517,79.132499
206,Bharat Heavy Electricals,2005,245,Tiruchchirappalli,Tamil Nadu,1,0,3,10.790483,78.704673
206,Bharat Heavy Electricals,2006,241,Haridwar,Uttarakhand,1,0,3,29.945691,78.164248
206,Bharat Heavy Electricals,2006,242,Haridwar,Uttarakhand,1,0,3,29.945691,78.164248
206,Bharat Heavy Electricals,2006,243,Hyderabad,Andhra Pradesh,1,0,3,17.385044,78.486671
206,Bharat Heavy Electricals,2006,244,Vellore,Tamil Nadu,1,0,3,12.916517,79.132499
206,Bharat Heavy Electricals,2006,245,Tiruchchirappalli,Tamil Nadu,1,0,3,10.790483,78.704673
206,Bharat Heavy Electricals,2007,241,Haridwar,Uttarakhand,1,0,3,29.945691,78.164248
206,Bharat Heavy Electricals,2007,243,Hyderabad,Andhra Pradesh,1,0,3,17.385044,78.486671
206,Bharat Heavy Electricals,2007,244,Vellore,Tamil Nadu,1,0,3,12.916517,79.132499
206,Bharat Heavy Electricals,2007,245,Tiruchchirappalli,Tamil Nadu,1,0,3,10.790483,78.704673
206,Bharat Heavy Electricals,2008,241,Haridwar,Uttarakhand,1,0,3,29.945691,78.164248
206,Bharat Heavy Electricals,2008,243,Hyderabad,Andhra Pradesh,1,0,3,17.385044,78.486671
206,Bharat Heavy Electricals,2008,244,Vellore,Tamil Nadu,1,0,3,12.916517,79.132499
206,Bharat Heavy Electricals,2008,245,Tiruchchirappalli,Tamil Nadu,1,0,3,10.790483,78.704673
206,Bharat Heavy Electricals,2009,241,Haridwar,Uttarakhand,1,0,3,29.945691,78.164248
206,Bharat Heavy Electricals,2009,243,Hyderabad,Andhra Pradesh,1,0,3,17.385044,78.486671
206,Bharat Heavy Electricals,2009,244,Vellore,Tamil Nadu,1,0,3,12.916517,79.132499
206,Bharat Heavy Electricals,2009,245,Tiruchchirappalli,Tamil Nadu,1,0,3,10.790483,78.704673
206,Bharat Heavy Electricals,2010,241,Haridwar,Uttarakhand,1,0,3,29.945691,78.164248
206,Bharat Heavy Electricals,2010,243,Hyderabad,Andhra Pradesh,1,0,3,17.385044,78.486671
206,Bharat Heavy Electricals,2010,244,Vellore,Tamil Nadu,1,0,3,12.916517,79.132499
206,Bharat Heavy Electricals,2010,245,Tiruchchirappalli,Tamil Nadu,1,0,3,10.790483,78.704673
207,Bharat Heavy Plate And Vessels,2003,246,Vishakhapatnam,Andhra Pradesh,1,0,3,17.686816,83.218481
207,Bharat Heavy Plate And Vessels,2005,246,Vishakhapatnam,Andhra Pradesh,1,0,3,17.686816,83.218481
207,Bharat Heavy Plate And Vessels,2006,246,Vishakhapatnam,Andhra Pradesh,1,0,3,17.686816,83.218481
207,Bharat Heavy Plate And Vessels,2007,246,Vishakhapatnam,Andhra Pradesh,1,0,3,17.686816,83.218481
207,Bharat Heavy Plate And Vessels,2008,246,Vishakhapatnam,Andhra Pradesh,0,0,3,17.686816,83.218481
207,Bharat Heavy Plate And Vessels,2009,246,Vishakhapatnam,Andhra Pradesh,0,0,3,17.686816,83.218481
207,Bharat Heavy Plate And Vessels,2010,246,Vishakhapatnam,Andhra Pradesh,0,0,3,17.686816,83.218481
208,Bharat Immunologicals And Biologicals Corporation,2003,247,Bulandshahr,Uttar Pradesh,0,0,1,28.401626,77.849607
208,Bharat Immunologicals And Biologicals Corporation,2005,247,Bulandshahr,Uttar Pradesh,0,0,1,28.401626,77.849607
208,Bharat Immunologicals And Biologicals Corporation,2006,247,Bulandshahr,Uttar Pradesh,0,0,1,28.401626,77.849607
208,Bharat Immunologicals And Biologicals Corporation,2007,247,Bulandshahr,Uttar Pradesh,0,0,1,28.401626,77.849607
208,Bharat Immunologicals And Biologicals Corporation,2008,247,Bulandshahr,Uttar Pradesh,0,0,1,28.401626,77.849607
208,Bharat Immunologicals And Biologicals Corporation,2009,247,Bulandshahr,Uttar Pradesh,0,0,1,28.401626,77.849607
208,Bharat Immunologicals And Biologicals Corporation,2010,247,Bulandshahr,Uttar Pradesh,0,0,1,28.401626,77.849607
209,Bharat Nursery,2010,2087,Kolkata,West Bengal,0,0,5,22.572646,88.363895
210,Bharat Parenterals,2010,2088,Vadodara,Gujarat,0,0,1,22.3059,73.1908
211,Bharat Petroleum Corporation,2003,248,Cochin,Kerala,1,0,8,9.939248,76.259625
211,Bharat Petroleum Corporation,2003,249,Mumbai,Maharashtra,1,0,8,19.017615,72.856164
211,Bharat Petroleum Corporation,2003,250,Delhi,Delhi,1,0,8,28.635308,77.22496
211,Bharat Petroleum Corporation,2005,248,Cochin,Kerala,1,0,8,9.939248,76.259625
211,Bharat Petroleum Corporation,2005,249,Mumbai,Maharashtra,1,0,8,19.017615,72.856164
211,Bharat Petroleum Corporation,2005,250,Delhi,Delhi,1,0,8,28.635308,77.22496
211,Bharat Petroleum Corporation,2006,248,Cochin,Kerala,1,0,8,9.939248,76.259625
211,Bharat Petroleum Corporation,2006,249,Mumbai,Maharashtra,1,0,8,19.017615,72.856164
211,Bharat Petroleum Corporation,2006,250,Delhi,Delhi,1,0,8,28.635308,77.22496
211,Bharat Petroleum Corporation,2007,248,Cochin,Kerala,1,0,8,9.939248,76.259625
211,Bharat Petroleum Corporation,2007,249,Mumbai,Maharashtra,1,0,8,19.017615,72.856164
211,Bharat Petroleum Corporation,2007,250,Delhi,Delhi,1,0,8,28.635308,77.22496
211,Bharat Petroleum Corporation,2008,248,Cochin,Kerala,1,0,8,9.939248,76.259625
211,Bharat Petroleum Corporation,2008,249,Mumbai,Maharashtra,1,0,8,19.017615,72.856164
211,Bharat Petroleum Corporation,2008,250,Delhi,Delhi,1,0,8,28.635308,77.22496
211,Bharat Petroleum Corporation,2009,248,Cochin,Kerala,1,0,8,9.939248,76.259625
211,Bharat Petroleum Corporation,2009,249,Mumbai,Maharashtra,1,0,8,19.017615,72.856164
211,Bharat Petroleum Corporation,2009,250,Delhi,Delhi,1,0,8,28.635308,77.22496
211,Bharat Petroleum Corporation,2010,248,Cochin,Kerala,1,0,8,9.939248,76.259625
211,Bharat Petroleum Corporation,2010,249,Mumbai,Maharashtra,1,0,8,19.017615,72.856164
211,Bharat Petroleum Corporation,2010,250,Delhi,Delhi,1,0,8,28.635308,77.22496
212,Bharat Pumps And Compressors,2003,251,Allahabad,Uttar Pradesh,1,0,3,25.44254,81.829866
213,Bharat Rasayan,2007,252,Rohtak,Haryana,0,0,1,28.9,76.567
213,Bharat Rasayan,2008,252,Rohtak,Haryana,0,0,1,28.9,76.567
213,Bharat Rasayan,2009,252,Rohtak,Haryana,0,0,1,28.9,76.567
